task_id	hash	native_id	name	status	exit	realtime	peak_vmem	peak_rss
1059	cb/2bed18	2254555	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	18m 48s	28.2 GB	27.3 GB
426	7a/a5ecd0	2254593	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	2m 48s	38.7 GB	38 GB
96	dc/18ecdc	2254248	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 9m 41s	27.6 GB	26.7 GB
2053	a5/3b0837	2254597	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	45s	4.5 GB	3.7 GB
1591	fd/4c4850	2254578	run_method (papalexi/eccite_screen/gene+seurat_de)	COMPLETED	0	13m 11s	5.1 GB	4.3 GB
2196	d7/b7c0bd	2254594	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 31s	29.8 GB	29.1 GB
416	91/0dfb3e	2254548	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 59s	10.5 GB	9.7 GB
2214	cc/48fb33	2254408	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de)	COMPLETED	0	1h 21s	7.3 GB	6.4 GB
75	e7/f2864c	2254227	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 22m 10s	27.6 GB	26.7 GB
289	67/aab2b7	2254589	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 56s	25.8 GB	24.9 GB
1839	f8/396ffb	2254605	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method)	COMPLETED	0	25.2s	4.1 GB	3.5 GB
131	bf/20bd08	2254284	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 18s	27.5 GB	26.7 GB
1228	d7/11d2bd	2254580	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 52s	9.8 GB	9 GB
1573	5b/d47e19	2254604	run_method (papalexi/eccite_screen/gene+weissman_method)	COMPLETED	0	2m	18.2 GB	17.6 GB
4	c9/217e91	2254155	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 6m 48s	9.9 GB	9.3 GB
1417	08/aceca0	2254584	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 1s	9.8 GB	9 GB
11	5a/1dd9e6	2254164	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 6m 49s	9.9 GB	9.3 GB
2635	9a/5128dd	2254554	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	37m 14s	4.7 GB	4 GB
138	68/61e86d	2254291	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 43s	27.5 GB	26.7 GB
1589	c8/0cca49	2254396	run_method (papalexi/eccite_screen/gene+nb_regression)	COMPLETED	0	1h 26m 33s	1.1 GB	409.3 MB
1458	f2/d8eb9c	2254595	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	20m 50s	28.2 GB	27.4 GB
1318	86/85ca75	2254598	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	17m 21s	28.2 GB	27.3 GB
18	f8/f58c6f	2254170	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 18s	9.9 GB	9.3 GB
82	5d/456b2b	2254234	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 33m 16s	27.6 GB	26.7 GB
25	9f/e84772	2254177	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 3m 56s	9.9 GB	9.3 GB
2215	fb/1b589d	2254398	run_method (schraivogel/ground_truth_perturbseq/gene+liscovitch_method)	COMPLETED	0	1h 34m 27s	7 GB	6.3 GB
2689	fb/1e6983	2254603	run_method (simulated/experiment_1/gene+schraivogel_method)	COMPLETED	0	19m 49s	21.1 GB	20.2 GB
2630	65/12e652	2254622	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 17s	16.1 GB	15.5 GB
7	8b/b69c3d	2254160	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 20s	1.3 GB	673 MB
1459	f1/7571c6	2254599	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	26m 50s	9.8 GB	9 GB
618	09/d4050d	2254612	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 52s	18.8 GB	18 GB
145	17/0cbae1	2254297	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	58m 11s	27.6 GB	26.7 GB
152	2b/b54b99	2254305	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	56m 58s	27.6 GB	26.7 GB
2490	87/b6d58a	2254631	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	13.4s	1.1 GB	474.7 MB
835	98/be7f28	2254614	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 47s	18.8 GB	18 GB
573	22/1ac418	2254626	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 32s	27.4 GB	26.7 GB
32	02/7fc0a8	2254183	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 11m 11s	9.9 GB	9.3 GB
2102	e7/55f415	2254531	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de)	COMPLETED	0	1h 2m 37s	7.3 GB	6.4 GB
744	ad/de46d6	2254617	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 31s	18.8 GB	18 GB
28	fc/ddd1d7	2254181	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 15m 25s	1.3 GB	673.1 MB
667	6e/58cfa5	2254619	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 56s	18.8 GB	18 GB
159	0b/41bfab	2254312	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	56m 38s	27.6 GB	26.7 GB
1941	37/3c3ea8	2254640	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	54.7s	4.5 GB	3.7 GB
21	e9/b915c0	2254173	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 23m 29s	1.3 GB	673.2 MB
745	65/3cbe3c	2254618	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	17m 43s	7.4 GB	6.6 GB
35	cd/2a5a20	2254187	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 15m 51s	1.3 GB	673.2 MB
1785	1d/c6a5a3	2254643	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 16s	4.2 GB	3.5 GB
46	36/d6c082	2254198	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 4m 58s	9.9 GB	9.3 GB
2671	73/c3f0b0	2254362	run_method (simulated/experiment_1/gene+mimosca)	COMPLETED	0	3m 34s	10.4 GB	9.6 GB
14	3c/f0f37b	2254166	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 31m 38s	1.3 GB	672.9 MB
479	ae/4e2c86	2254611	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 27s	10.5 GB	9.7 GB
42	6d/414b8a	2254194	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 13m 6s	1.3 GB	673.2 MB
2602	75/35849c	2254644	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 11s	16.2 GB	15.5 GB
2425	6a/d5fbfc	2254650	run_method (schraivogel/ground_truth_tapseq/gene+liscovitch_method)	COMPLETED	0	13.8s	1.1 GB	410.9 MB
39	a5/20e59a	2254192	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 21s	9.9 GB	9.3 GB
166	65/cc0e96	2254318	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	57m 27s	27.6 GB	26.7 GB
1556	9a/0665d5	2254628	run_method (papalexi/eccite_screen/gene+seurat_de)	COMPLETED	0	13m 56s	5.1 GB	4.3 GB
49	e2/a240c1	2254201	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 15m 59s	1.3 GB	673.5 MB
1722	29/de2a18	2254656	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 15s	4.2 GB	3.5 GB
173	a7/c68bc6	2254325	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	59m 7s	27.6 GB	26.7 GB
450	4a/11a181	2254624	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	16m 50s	25.8 GB	24.9 GB
53	19/072e33	2254205	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 9m 6s	9.9 GB	9.3 GB
870	77/d0465b	2254635	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 52s	18.8 GB	18 GB
2672	bd/7157a0	2254659	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 6s	16.1 GB	15.5 GB
1708	da/5adc4f	2254661	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 16s	4.2 GB	3.5 GB
180	0e/e9554a	2254332	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 31s	27.5 GB	26.7 GB
1842	38/062f10	2254664	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method)	COMPLETED	0	1m 8s	2.5 GB	1.7 GB
1841	ea/919e29	2254663	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 16s	4.2 GB	3.5 GB
60	d1/90caa7	2254212	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 27s	9.9 GB	9.3 GB
56	26/057c3d	2254208	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 18m 38s	1.3 GB	673.5 MB
1826	2c/da4b23	2254670	run_method (schraivogel/enhancer_screen_chr11/gene+permutation_test)	COMPLETED	0	1m 2s	4.1 GB	3.5 GB
1961	b8/bc5baa	2254671	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 7s	2.7 GB	1.9 GB
279	a2/3e8b08	2254666	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 12s	38.7 GB	38 GB
1586	8a/c762d7	2254407	run_method (papalexi/eccite_screen/gene+mimosca)	COMPLETED	0	7m 33s	12.4 GB	11.6 GB
2385	50/8837e6	2254674	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	14s	1.1 GB	429.3 MB
1566	f1/f8b8e7	2254673	run_method (papalexi/eccite_screen/gene+weissman_method)	COMPLETED	0	1m 57s	18.2 GB	17.6 GB
102	3a/22b57b	2254253	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 4m 5s	9.9 GB	9.3 GB
451	cd/3d7a13	2254625	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	26m 25s	10.5 GB	9.7 GB
758	78/8eb4f0	2254653	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 33s	18.8 GB	18 GB
8	30/c27676	2254159	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	2h 47m 50s	1.4 GB	713.6 MB
727	6c/4c068a	2254676	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	3m 1s	27.4 GB	26.7 GB
95	67/c9b63b	2254247	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 6m 30s	9.9 GB	9.3 GB
338	bb/4fd869	2254647	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 4s	25.8 GB	24.9 GB
2409	b6/e9342f	2254681	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method)	COMPLETED	0	33.5s	1.8 GB	1002.4 MB
63	f8/0ecb44	2254215	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 19m 12s	1.3 GB	673.3 MB
433	84/d90aee	2254675	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 38s	38.7 GB	38 GB
2408	be/f31f00	2254680	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 42s	1.1 GB	411.5 MB
1868	55/79071e	2254684	run_method (schraivogel/enhancer_screen_chr11/gene+permutation_test)	COMPLETED	0	51.5s	4.1 GB	3.5 GB
2393	76/09c13b	2254688	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 3s	1.1 GB	391.7 MB
137	5a/bdd14e	2254289	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 12s	9.9 GB	9.3 GB
187	4e/772294	2254339	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	58m 8s	27.6 GB	26.7 GB
1158	f2/effd42	2254637	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 2s	9.8 GB	9 GB
324	6c/d46222	2254652	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 38s	25.8 GB	24.9 GB
130	82/4e019f	2254281	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 54s	9.9 GB	9.3 GB
158	e5/18568f	2254310	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 5s	9.9 GB	9.3 GB
2585	15/6dcf7f	2254609	run_method (simulated/experiment_1/gene+seurat_de)	COMPLETED	0	43m 47s	5.4 GB	4.6 GB
2586	30/2485d1	2254610	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	44m 3s	4.7 GB	4 GB
1869	97/058207	2254685	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 7s	4.2 GB	3.5 GB
1870	08/e50b38	2254686	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method)	COMPLETED	0	1m 16s	2.7 GB	1.8 GB
116	a2/6c5794	2254268	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 9m 7s	9.9 GB	9.3 GB
1862	ec/c7c11f	2254692	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 7s	4.2 GB	3.5 GB
165	23/271efd	2254317	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 6m 45s	9.9 GB	9.3 GB
123	72/c45f2b	2254274	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 9m 30s	9.9 GB	9.3 GB
2112	96/ed646e	2254687	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 21s	29.8 GB	29.1 GB
109	48/a375d6	2254261	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 11m 23s	9.9 GB	9.3 GB
77	db/c9b4c4	2254229	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 12m 49s	1.3 GB	673.3 MB
81	ae/7a35cb	2254233	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 11m 38s	9.9 GB	9.3 GB
508	e7/af5176	2254355	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 5m 2s	9.9 GB	9.3 GB
70	c9/fa4484	2254221	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 30s	1.3 GB	673.2 MB
755	88/2808ab	2254706	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 26s	27.4 GB	26.7 GB
67	76/1551f3	2254220	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 13m 7s	9.9 GB	9.3 GB
15	57/15417a	2254167	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	2h 52m 10s	1.4 GB	706.8 MB
1082	c4/6b2523	2254384	run_method (frangieh/ifn_gamma/gene+liscovitch_method)	COMPLETED	0	2h 5m 1s	9.3 GB	8.6 GB
1926	bc/15a8fb	2254712	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 25s	2.7 GB	1.9 GB
151	3e/c9b9fc	2254302	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 14m 11s	9.9 GB	9.3 GB
161	04/1411c8	2254313	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 14m 14s	1.3 GB	673.2 MB
2566	39/8567f5	2254437	run_method (simulated/experiment_1/gene+mimosca)	COMPLETED	0	3m 36s	10.4 GB	9.6 GB
2485	5a/97b420	2254714	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 37s	1.1 GB	412.7 MB
797	df/a1c32b	2254710	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 26s	27.4 GB	26.7 GB
1976	5f/046b8d	2254719	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	43.1s	4.5 GB	3.7 GB
105	42/2ef587	2254257	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 15m 26s	1.3 GB	673.3 MB
144	8e/26cbf8	2254296	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 14m 10s	9.9 GB	9.3 GB
529	fa/e50828	2254540	run_method (frangieh/control/gene+liscovitch_method)	COMPLETED	0	1h 30m 44s	7 GB	6.3 GB
2200	10/663c2f	2254601	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de)	COMPLETED	0	1h 1m 58s	7.3 GB	6.4 GB
74	e4/b93140	2254226	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 15m 36s	9.9 GB	9.3 GB
1846	cf/eb7a3a	2254728	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method)	COMPLETED	0	25.8s	4.3 GB	3.6 GB
1991	1f/995136	2254730	run_method (schraivogel/enhancer_screen_chr8/gene+liscovitch_method)	COMPLETED	0	25.2s	4.4 GB	3.7 GB
133	5a/ddc499	2254285	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 16m 16s	1.3 GB	673 MB
179	35/053363	2254330	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 12m 9s	9.9 GB	9.3 GB
1990	88/9da57f	2254729	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	48.6s	4.5 GB	3.7 GB
2400	6b/c160e5	2254731	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 7s	1.1 GB	391.8 MB
703	88/146a4e	2254667	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 5s	7.4 GB	6.6 GB
1133	dc/76692e	2254716	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 33s	41.7 GB	41 GB
2036	8b/83402d	2254739	run_method (schraivogel/enhancer_screen_chr8/gene+permutation_test)	COMPLETED	0	41.1s	4.3 GB	3.6 GB
119	73/14c087	2254271	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 18m 37s	1.3 GB	673.1 MB
2117	fb/83b65f	2254523	run_method (schraivogel/ground_truth_perturbseq/gene+liscovitch_method)	COMPLETED	0	1h 40m 23s	7 GB	6.3 GB
1189	c5/4344b2	2254723	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 33s	41.7 GB	41 GB
314	11/f29ede	2254732	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 15s	38.7 GB	38 GB
84	e0/dab66e	2254236	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 10s	1.3 GB	673 MB
1075	79/f6d04e	2254404	run_method (frangieh/ifn_gamma/gene+liscovitch_method)	COMPLETED	0	2h 2m 41s	9.3 GB	8.6 GB
91	ac/2a5846	2254242	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 56s	1.3 GB	673.5 MB
29	27/46d124	2254180	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	2h 54m 3s	1.4 GB	716.7 MB
444	a4/d2c2cd	2254660	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 32s	10.5 GB	9.7 GB
2479	bd/4a0a1a	2254749	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method)	COMPLETED	0	36.5s	1.8 GB	1007.6 MB
140	da/615416	2254293	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 21m 37s	1.3 GB	673.1 MB
1713	1f/6f4d63	2254752	run_method (schraivogel/enhancer_screen_chr11/gene+weissman_method)	COMPLETED	0	25s	4.1 GB	3.5 GB
98	4a/7796fa	2254251	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 22m 33s	1.3 GB	673.4 MB
172	4b/601660	2254324	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 18m 28s	9.9 GB	9.3 GB
1989	f8/d2f94e	2254754	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 5s	2.9 GB	2 GB
1649	0b/3989b3	2254759	run_method (papalexi/eccite_screen/protein+mimosca)	COMPLETED	0	12.9s	1.1 GB	423.5 MB
576	fc/c07b2e	2254702	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 47s	18.8 GB	18 GB
1715	e4/25f7e7	2254753	run_method (schraivogel/enhancer_screen_chr11/gene+nb_regression)	COMPLETED	0	1m 6s	4.2 GB	3.5 GB
1434	c6/f6cb54	2254751	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 24s	41.7 GB	41 GB
126	23/99f174	2254278	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 26m 18s	1.3 GB	673.3 MB
1547	d7/d96321	2254565	run_method (papalexi/eccite_screen/gene+nb_regression)	COMPLETED	0	1h 31m 50s	1.1 GB	407.5 MB
43	fc/1a8eb8	2254195	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	2h 49m 49s	1.4 GB	716 MB
1802	40/c2658b	2254766	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	27.4s	4.2 GB	3.6 GB
2048	ee/85662c	2254459	run_method (schraivogel/enhancer_screen_chr8/gene+mimosca)	COMPLETED	0	12m 30s	4.7 GB	3.6 GB
1110	bd/f60290	2254415	run_method (frangieh/ifn_gamma/gene+liscovitch_method)	COMPLETED	0	2h 10m 19s	9.3 GB	8.6 GB
2251	b1/c329fe	2254453	run_method (schraivogel/ground_truth_perturbseq/gene+mimosca)	COMPLETED	0	13m 47s	19.1 GB	18.2 GB
2682	4c/8721dd	2254697	run_method (simulated/experiment_1/gene+schraivogel_method)	COMPLETED	0	20m 31s	21.1 GB	20.2 GB
1909	85/66b3ec	2254770	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method)	COMPLETED	0	28.3s	4.3 GB	3.6 GB
1523	3b/0eeb00	2254485	run_method (frangieh/ifn_gamma/gene+liscovitch_method)	COMPLETED	0	2h 1m 25s	9.3 GB	8.6 GB
22	30/5412c2	2254174	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	3h 4m 36s	1.4 GB	709.8 MB
1026	ad/d17992	2254475	run_method (frangieh/ifn_gamma/gene+liscovitch_method)	COMPLETED	0	2h 3m 49s	9.3 GB	8.6 GB
1070	a8/3d37db	2254765	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 19s	41.7 GB	41 GB
1031	1e/8d898c	2254707	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	20m 37s	28.2 GB	27.4 GB
112	dc/d6ba43	2254264	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 31m 42s	1.3 GB	673.1 MB
454	c3/7f5c66	2254768	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 38s	38.7 GB	38 GB
1985	87/483968	2254467	run_method (schraivogel/enhancer_screen_chr8/gene+mimosca)	COMPLETED	0	13m 18s	4.7 GB	3.6 GB
2403	cc/95dfb2	2254779	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de)	COMPLETED	0	22.5s	1.3 GB	466.9 MB
559	43/084d8b	2254772	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 38s	27.4 GB	26.7 GB
1423	b3/24822a	2254703	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	23m 6s	28.2 GB	27.3 GB
235	02/a87e0a	2254429	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 14m 28s	9.9 GB	9.3 GB
147	92/845bd2	2254298	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 33m 57s	1.3 GB	673 MB
430	d0/43dac3	2254700	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 55s	10.5 GB	9.7 GB
1645	c5/db2353	2254788	run_method (papalexi/eccite_screen/protein+nb_regression)	COMPLETED	0	14.3s	1.1 GB	393.9 MB
2070	0b/51e381	2254789	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method)	COMPLETED	0	24.1s	4.3 GB	3.6 GB
2119	61/118b44	2254778	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 29s	29.8 GB	29.1 GB
923	20/fdf9a0	2254782	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 37s	27.4 GB	26.7 GB
194	11/147bba	2254346	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 7m 14s	27.6 GB	26.7 GB
380	c5/b90705	2254741	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 9s	25.8 GB	24.9 GB
2306	95/ab1fe7	2254794	run_method (schraivogel/ground_truth_tapseq/gene+liscovitch_method)	COMPLETED	0	14.5s	1.1 GB	410.9 MB
353	91/2d8981	2254709	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	25m 1s	10.5 GB	9.7 GB
2430	22/b59b7e	2254797	run_method (schraivogel/ground_truth_tapseq/gene+schraivogel_method)	COMPLETED	0	45.6s	1.8 GB	1003.6 MB
1986	98/184631	2254798	run_method (schraivogel/enhancer_screen_chr8/gene+weissman_method)	COMPLETED	0	24.8s	4.3 GB	3.6 GB
2277	0d/bb7485	2254620	run_method (schraivogel/ground_truth_perturbseq/gene+seurat_de)	COMPLETED	0	1h 5m 7s	7.3 GB	6.4 GB
36	24/2f17dc	2254188	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	3h 4m 2s	1.4 GB	706.7 MB
685	b3/d4bc95	2254796	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 32s	27.4 GB	26.7 GB
383	4b/427a8f	2254354	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 23s	27.6 GB	26.7 GB
1981	46/ac6790	2254803	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	51s	4.4 GB	3.6 GB
1346	c6/056d1c	2254747	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	22m 18s	28.2 GB	27.3 GB
1252	ee/a3123c	2254802	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 23s	41.7 GB	41 GB
57	2f/5cc397	2254209	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	3h 27s	1.4 GB	718.1 MB
1244	83/fd72cd	2254372	run_method (frangieh/ifn_gamma/gene+mimosca)	COMPLETED	0	57m 59s	27.5 GB	26.5 GB
2670	2e/d35e99	2254678	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	41m 29s	4.7 GB	4 GB
1597	96/eee054	2254793	run_method (papalexi/eccite_screen/gene+schraivogel_method)	COMPLETED	0	9m 53s	13.5 GB	12.7 GB
