task_id	hash	native_id	name	status	exit	realtime	peak_vmem	peak_rss
2573	0d/d940a9	2268065	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	35m 33s	4.7 GB	4 GB
89	fa/6335d0	2267865	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	57m 56s	27.5 GB	26.7 GB
33	2f/ca8367	2267808	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	58m 30s	27.6 GB	26.7 GB
82	ac/16f9e7	2267857	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	58m 51s	27.6 GB	26.7 GB
1705	8d/d6615e	2268185	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	26.5s	4.3 GB	3.6 GB
850	09/478b61	2268137	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	17m 51s	7.4 GB	6.6 GB
2253	62/a17869	2268176	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 6s	29.8 GB	29.1 GB
124	50/35990b	2267898	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	58m 58s	27.6 GB	26.7 GB
286	9c/027f9c	2268180	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 33s	38.7 GB	38 GB
1836	64/4f0886	2268186	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method)	COMPLETED	0	1m 10s	2.7 GB	1.8 GB
1364	46/594e07	2268181	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 28s	41.7 GB	41 GB
96	36/06a49c	2267872	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 1m 31s	27.5 GB	26.7 GB
832	34/c549e5	2268189	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 37s	27.4 GB	26.7 GB
293	2c/a4904b	2268188	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 22s	38.7 GB	38 GB
131	e8/6b7b2e	2267906	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 2m 48s	27.6 GB	26.7 GB
2635	34/ea296e	2268055	run_method (simulated/experiment_1/gene+seurat_de)	COMPLETED	0	42m 24s	5.4 GB	4.6 GB
26	41/dcfdc8	2267802	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 3m 57s	27.5 GB	26.7 GB
947	2b/c30cd9	2268162	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 29s	18.8 GB	18 GB
47	e9/529286	2267821	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 6m 9s	27.5 GB	26.7 GB
2572	1d/c5b182	2268067	run_method (simulated/experiment_1/gene+seurat_de)	COMPLETED	0	43m 12s	5.4 GB	4.6 GB
724	06/710c0d	2268154	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 6s	7.4 GB	6.6 GB
12	45/f95f85	2267788	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 7m 18s	27.5 GB	26.7 GB
265	fa/9cbc47	2268199	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 32s	38.7 GB	38 GB
1990	49/71653f	2268202	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 6s	2.7 GB	1.9 GB
1991	e8/e0aa4a	2268203	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	53.1s	4.5 GB	3.7 GB
68	c8/6dfc39	2267843	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 8m 3s	27.6 GB	26.7 GB
366	40/8f1979	2268173	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	15m 2s	25.7 GB	24.8 GB
2218	5e/4736fa	2268208	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 14s	29.8 GB	29.1 GB
1500	b3/116c25	2268151	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	24m 14s	28.2 GB	27.3 GB
75	26/382bc7	2267850	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 12m 23s	27.6 GB	26.7 GB
2608	e3/e6f1c6	2268141	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	36m 4s	4.7 GB	4 GB
367	18/0b2680	2268172	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 51s	10.5 GB	9.7 GB
2690	78/4bf489	2268195	run_method (simulated/experiment_1/gene+schraivogel_method)	COMPLETED	0	17m 16s	21.1 GB	20.2 GB
1235	6d/dec03d	2268192	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	23m 19s	9.8 GB	9 GB
710	f8/6b478f	2268205	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 2s	7.4 GB	6.6 GB
1130	76/7613c5	2268197	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	23m 48s	9.8 GB	9 GB
450	29/d6fe09	2268204	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	21m 58s	25.7 GB	24.9 GB
2331	2f/48f35f	2268223	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 10s	1.1 GB	390.6 MB
1318	b6/2b5221	2268211	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	20m 20s	28.2 GB	27.3 GB
1549	c0/8ac3dc	2268216	run_method (papalexi/eccite_screen/gene+schraivogel_method)	COMPLETED	0	10m 54s	13.5 GB	12.7 GB
1550	3a/9aa41f	2268218	run_method (papalexi/eccite_screen/gene+seurat_de)	COMPLETED	0	11m 27s	5.1 GB	4.3 GB
2656	d3/a1239f	2268161	run_method (simulated/experiment_1/gene+seurat_de)	COMPLETED	0	45m 32s	5.4 GB	4.6 GB
2663	b8/f7c75f	2268178	run_method (simulated/experiment_1/gene+seurat_de)	COMPLETED	0	44m 17s	5.4 GB	4.6 GB
2593	88/261b54	2268183	run_method (simulated/experiment_1/gene+seurat_de)	COMPLETED	0	42m 48s	5.4 GB	4.6 GB
809	e8/02e8f9	2267997	run_method (frangieh/control/gene+liscovitch_method)	COMPLETED	0	1h 28m 32s	7 GB	6.3 GB
1210	63/8219fc	2268230	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 56s	41.7 GB	41 GB
1423	8d/475aa0	2268220	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	20m 6s	28.2 GB	27.3 GB
772	ab/0f2ab2	2268225	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	17m 11s	18.8 GB	18 GB
152	dc/62c020	2267928	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	57m 46s	27.6 GB	26.7 GB
634	33/32b7cf	2268056	run_method (frangieh/control/gene+liscovitch_method)	COMPLETED	0	1h 29m 56s	7 GB	6.3 GB
760	1d/1a0327	2268057	run_method (frangieh/control/gene+liscovitch_method)	COMPLETED	0	1h 30m 56s	7 GB	6.3 GB
159	5a/c27e17	2267934	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	58m 54s	27.5 GB	26.7 GB
1934	6c/4c14f4	2268239	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 9s	2.9 GB	2 GB
166	33/16eb0c	2267941	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	57m 38s	27.6 GB	26.7 GB
180	48/78e0b7	2267957	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	53m 26s	27.6 GB	26.7 GB
2490	bf/792fc5	2267991	run_method (schraivogel/ground_truth_tapseq/gene+mimosca)	COMPLETED	0	15.8s	1.2 GB	500.2 MB
2344	c1/14d8f9	2268243	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	12.5s	1.1 GB	473.6 MB
1926	aa/624f6a	2268241	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	50.7s	4.4 GB	3.6 GB
2073	06/0a120d	2268242	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	51.9s	4.4 GB	3.6 GB
2337	d1/33d738	2268248	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	12.1s	1.1 GB	429.3 MB
2345	5c/8a0d00	2268244	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 9s	1.1 GB	390.4 MB
1579	1a/7b0359	2268184	run_method (papalexi/eccite_screen/gene+liscovitch_method)	COMPLETED	0	58m 11s	4.9 GB	4.2 GB
804	62/e8aa36	2268249	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 30s	27.4 GB	26.7 GB
173	0e/e3c6bc	2267949	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	1h 41s	27.5 GB	26.7 GB
187	54/3d156a	2267961	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	55m 13s	27.6 GB	26.7 GB
951	0c/7263a4	2268250	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	3m 20s	27.4 GB	26.7 GB
194	f8/72bf72	2267969	run_method (frangieh/co_culture/gene+mimosca)	COMPLETED	0	54m 3s	27.5 GB	26.7 GB
338	66/e82d4e	2268233	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	16m 35s	25.7 GB	24.9 GB
2211	cb/0816eb	2268255	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 21s	29.8 GB	29.1 GB
4	6b/d12d7f	2267779	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 4m 31s	9.9 GB	9.3 GB
32	bc/eaed91	2267807	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 4m 53s	9.9 GB	9.3 GB
39	a6/f6159b	2267814	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 5m 16s	9.9 GB	9.3 GB
130	9e/13db54	2267905	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 4m 51s	9.9 GB	9.3 GB
74	b8/3b540d	2267848	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 6m 19s	9.9 GB	9.3 GB
2125	f6/25be8a	2268121	run_method (schraivogel/ground_truth_perturbseq/gene+liscovitch_method)	COMPLETED	0	1h 32m 32s	7 GB	6.3 GB
88	63/cb9a8c	2267863	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 6m 32s	9.9 GB	9.3 GB
67	e9/2cee02	2267842	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 39s	9.9 GB	9.3 GB
81	16/5d155c	2267856	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 6m 57s	9.9 GB	9.3 GB
1983	56/20dd71	2268265	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 1s	2.7 GB	1.9 GB
95	8b/746a9a	2267869	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 30s	9.9 GB	9.3 GB
1982	ef/adf1fc	2268264	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	51.9s	4.4 GB	3.6 GB
165	cd/f30739	2267939	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 4m 30s	9.9 GB	9.3 GB
307	73/11d4d5	2268262	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 3s	38.7 GB	38 GB
116	4f/2fe823	2267890	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 9m 7s	9.9 GB	9.3 GB
2687	db/c22087	2268266	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 14s	16 GB	15.3 GB
2002	ff/e5660d	2268271	run_method (schraivogel/enhancer_screen_chr8/gene+permutation_test)	COMPLETED	0	44s	4.3 GB	3.6 GB
1610	aa/2db1fa	2268274	run_method (papalexi/eccite_screen/protein+permutation_test)	COMPLETED	0	12.8s	1.1 GB	386.6 MB
2447	95/643a0c	2268277	run_method (schraivogel/ground_truth_tapseq/gene+liscovitch_method)	COMPLETED	0	11.6s	1.1 GB	410.9 MB
2132	48/6a1415	2268123	run_method (schraivogel/ground_truth_perturbseq/gene+liscovitch_method)	COMPLETED	0	1h 34m 32s	7 GB	6.3 GB
2023	c7/7e6297	2268275	run_method (schraivogel/enhancer_screen_chr8/gene+permutation_test)	COMPLETED	0	43.5s	4.3 GB	3.6 GB
2026	d4/bbe498	2268276	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	46.5s	4.5 GB	3.7 GB
158	eb/588e1e	2267932	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 36s	9.9 GB	9.3 GB
11	64/8c96cf	2267786	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 11m 42s	9.9 GB	9.3 GB
137	e5/fad816	2267911	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 10m 48s	9.9 GB	9.3 GB
401	61/1089e1	2268245	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	18m 8s	26.3 GB	25.5 GB
102	a7/416461	2267877	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 11m 51s	9.9 GB	9.3 GB
109	14/f1a428	2267884	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 11m 37s	9.9 GB	9.3 GB
948	cb/364350	2268246	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	18m 5s	7.4 GB	6.6 GB
179	5f/889bed	2267954	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 7m 56s	9.9 GB	9.3 GB
18	5e/bbfb0b	2267792	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 13m 12s	9.9 GB	9.3 GB
53	e6/477f00	2267828	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 13m 48s	9.9 GB	9.3 GB
28	cf/43babe	2267803	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 14m 35s	1.3 GB	671.7 MB
2366	c6/db7ce6	2268290	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 8s	1.1 GB	391 MB
172	86/0257a7	2267946	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 9m 50s	9.9 GB	9.3 GB
2272	97/6cd3f6	2268127	run_method (schraivogel/ground_truth_perturbseq/gene+liscovitch_method)	COMPLETED	0	1h 37m 34s	7 GB	6.3 GB
123	7a/7749e9	2267897	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 14m 26s	9.9 GB	9.3 GB
200	3c/e759d2	2267975	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 6m 44s	9.9 GB	9.3 GB
1618	56/bae142	2268297	run_method (papalexi/eccite_screen/protein+nb_regression)	COMPLETED	0	12s	1.1 GB	393.8 MB
1385	23/f30c55	2268287	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 27s	41.7 GB	41 GB
688	89/271ef3	2268257	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	14m 21s	18.8 GB	18 GB
193	1d/7040ab	2267967	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 8m 39s	9.9 GB	9.3 GB
1551	fc/071387	2268217	run_method (papalexi/eccite_screen/gene+liscovitch_method)	COMPLETED	0	56m 41s	4.9 GB	4.2 GB
1095	f7/52693f	2268240	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 15s	9.8 GB	9 GB
2701	e7/6b3236	2268293	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 26s	16 GB	15.3 GB
60	59/989535	2267836	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 18m 5s	9.9 GB	9.3 GB
63	c6/8079bb	2267838	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 17m 42s	1.3 GB	671.3 MB
2085	2c/4ed7f7	2268289	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	4m 53s	29.8 GB	29.1 GB
482	ea/3a7403	2268295	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 18s	38.7 GB	38 GB
7	b6/325c29	2267782	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 18m 55s	1.3 GB	670.7 MB
70	7a/d75515	2267845	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 18m 22s	1.3 GB	672 MB
84	2c/69202b	2267859	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 18m 18s	1.3 GB	671.1 MB
2004	94/5c4a03	2268312	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 6s	2.7 GB	1.9 GB
35	b6/471115	2267810	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 14s	1.3 GB	672.1 MB
2003	fb/0f99d6	2268311	run_method (schraivogel/enhancer_screen_chr8/gene+nb_regression)	COMPLETED	0	50.1s	4.4 GB	3.6 GB
112	0a/121898	2267886	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 19m 6s	1.3 GB	672.1 MB
1647	bc/0b40fd	2268314	run_method (papalexi/eccite_screen/protein+schraivogel_method)	COMPLETED	0	26.3s	1.6 GB	797.7 MB
140	bf/ea56c6	2267915	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 19m 37s	1.3 GB	671.7 MB
49	63/9d88b7	2267823	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 21m	1.3 GB	670.9 MB
56	fb/3e9c23	2267832	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 52s	1.3 GB	670.9 MB
1530	a2/b5a065	2268062	run_method (frangieh/ifn_gamma/gene+liscovitch_method)	COMPLETED	0	1h 58m 57s	9.3 GB	8.6 GB
105	3c/6e48c5	2267879	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 48s	1.3 GB	671 MB
126	f1/e1065c	2267901	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 8s	1.3 GB	671.4 MB
1778	43/c1ff6e	2268315	run_method (schraivogel/enhancer_screen_chr11/gene+permutation_test)	COMPLETED	0	52s	4.1 GB	3.5 GB
21	51/37a0a6	2267796	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 21m 50s	1.3 GB	671.5 MB
1999	7a/93c927	2268325	run_method (schraivogel/enhancer_screen_chr8/gene+liscovitch_method)	COMPLETED	0	25.8s	4.4 GB	3.7 GB
91	74/aaa358	2267866	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 21m 31s	1.3 GB	671.3 MB
98	d8/42f3ac	2267873	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 21m 8s	1.3 GB	670.9 MB
363	54/21194b	2268313	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 21s	38.7 GB	38 GB
1998	b2/1daf22	2268323	run_method (schraivogel/enhancer_screen_chr8/gene+seurat_de)	COMPLETED	0	47.3s	4.5 GB	3.7 GB
1641	d0/fc951f	2268330	run_method (papalexi/eccite_screen/protein+seurat_de)	COMPLETED	0	14.4s	1.2 GB	405.5 MB
147	f0/bb8d9b	2267921	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 20m 17s	1.3 GB	671 MB
1997	a5/cb32a9	2268324	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 7s	2.7 GB	1.9 GB
2356	c8/e0af11	2268331	run_method (schraivogel/ground_truth_tapseq/gene+liscovitch_method)	COMPLETED	0	11.2s	1 GB	374.7 MB
77	1d/0ad1f9	2267852	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 23m 37s	1.3 GB	672 MB
119	09/791077	2267895	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 23m 44s	1.3 GB	671.9 MB
1140	f6/a87e58	2268321	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 28s	41.7 GB	41 GB
46	e0/431f07	2267822	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 24m 13s	9.9 GB	9.3 GB
769	1a/cc9b06	2268328	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 31s	27.4 GB	26.7 GB
133	9f/7a6b57	2267907	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 23m 46s	1.3 GB	671.6 MB
2160	87/101810	2268164	run_method (schraivogel/ground_truth_perturbseq/gene+liscovitch_method)	COMPLETED	0	1h 33m 13s	7 GB	6.3 GB
2097	fc/1e76b9	2268145	run_method (schraivogel/ground_truth_perturbseq/gene+liscovitch_method)	COMPLETED	0	1h 41m 47s	7 GB	6.3 GB
42	74/994d82	2267818	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 27m	1.3 GB	671.2 MB
14	57/c55e40	2267789	run_method (frangieh/co_culture/gene+permutation_test)	COMPLETED	0	2h 27m 20s	1.3 GB	671.4 MB
2574	12/37f6b3	2268066	run_method (simulated/experiment_1/gene+mimosca)	COMPLETED	0	3m 37s	10.3 GB	9.6 GB
996	9b/4f6e3d	2268291	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 6s	18.8 GB	18 GB
1495	c7/20d6be	2268037	run_method (frangieh/ifn_gamma/gene+liscovitch_method)	COMPLETED	0	2h 8m 46s	9.3 GB	8.6 GB
2596	a2/dbf4de	2268338	run_method (simulated/experiment_1/gene+weissman_method)	COMPLETED	0	2m 24s	16 GB	15.3 GB
2365	40/a97f4c	2268346	run_method (schraivogel/ground_truth_tapseq/gene+weissman_method)	COMPLETED	0	12.1s	1.1 GB	397.6 MB
627	ac/f61b78	2268174	run_method (frangieh/control/gene+liscovitch_method)	COMPLETED	0	1h 33m 40s	7 GB	6.3 GB
391	d4/04d1d5	2268340	run_method (frangieh/co_culture/gene+weissman_method)	COMPLETED	0	3m 21s	38.7 GB	38 GB
1740	82/bdb697	2268352	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	26.6s	4.3 GB	3.6 GB
2367	2d/fa04bd	2268347	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 44s	1.1 GB	411 MB
1504	f1/a13756	2268344	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 47s	41.7 GB	41 GB
920	2a/f09919	2268279	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	21m 37s	7.4 GB	6.6 GB
220	38/3a70e4	2268278	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	24m 14s	10.5 GB	9.7 GB
2606	8f/402d89	2268298	run_method (simulated/experiment_1/gene+schraivogel_method)	COMPLETED	0	18m 24s	21.1 GB	20.2 GB
2049	b1/85cc22	2268063	run_method (schraivogel/enhancer_screen_chr8/gene+mimosca)	COMPLETED	0	12m 55s	4.7 GB	3.6 GB
1972	14/b90384	2268072	run_method (schraivogel/enhancer_screen_chr8/gene+mimosca)	COMPLETED	0	10m 47s	4.7 GB	3.6 GB
557	42/8b7edc	2268119	run_method (frangieh/control/gene+liscovitch_method)	COMPLETED	0	2h 1m 55s	7 GB	6.3 GB
942	13/59db04	2268200	run_method (frangieh/control/gene+liscovitch_method)	COMPLETED	0	1h 31m 59s	7 GB	6.3 GB
1757	d1/008621	2268362	run_method (schraivogel/enhancer_screen_chr11/gene+permutation_test)	COMPLETED	0	51.8s	4.1 GB	3.5 GB
716	0e/169680	2268334	run_method (frangieh/control/gene+schraivogel_method)	COMPLETED	0	13m 18s	18.8 GB	18 GB
1381	55/09e501	2268302	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	21m 2s	28.2 GB	27.3 GB
2039	fa/e31b51	2268365	run_method (schraivogel/enhancer_screen_chr8/gene+schraivogel_method)	COMPLETED	0	1m 15s	2.7 GB	1.9 GB
1035	5c/697524	2268361	run_method (frangieh/ifn_gamma/gene+weissman_method)	COMPLETED	0	3m 13s	41.7 GB	41 GB
2461	68/aa5823	2268368	run_method (schraivogel/ground_truth_tapseq/gene+liscovitch_method)	COMPLETED	0	11.6s	1.1 GB	410.9 MB
1150	20/efaf3c	2268309	run_method (frangieh/ifn_gamma/gene+schraivogel_method)	COMPLETED	0	21m 29s	28.2 GB	27.3 GB
402	af/f0b5ac	2268284	run_method (frangieh/co_culture/gene+seurat_de)	COMPLETED	0	29m 22s	10.5 GB	9.7 GB
577	61/e2083e	2268333	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	17m 28s	7.4 GB	6.6 GB
2284	23/37a31d	2268272	run_method (schraivogel/ground_truth_perturbseq/gene+schraivogel_method)	COMPLETED	0	32m 35s	29.2 GB	28.3 GB
1382	0e/03699e	2268303	run_method (frangieh/ifn_gamma/gene+seurat_de)	COMPLETED	0	24m 8s	9.8 GB	9 GB
857	4e/3f5471	2268335	run_method (frangieh/control/gene+seurat_de)	COMPLETED	0	17m 38s	7.4 GB	6.6 GB
2299	97/251838	2268376	run_method (schraivogel/ground_truth_tapseq/gene+seurat_de)	COMPLETED	0	18.4s	1.2 GB	411.5 MB
1845	fc/9c034d	2268373	run_method (schraivogel/enhancer_screen_chr11/gene+liscovitch_method)	COMPLETED	0	32s	4.3 GB	3.6 GB
2296	02/e82da4	2268374	run_method (schraivogel/ground_truth_tapseq/gene+permutation_test)	COMPLETED	0	1m 10s	1.1 GB	390.6 MB
2155	33/a3abf8	2268371	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	2m 56s	29.8 GB	29.1 GB
2297	95/ddac8f	2268375	run_method (schraivogel/ground_truth_tapseq/gene+nb_regression)	COMPLETED	0	1m 44s	1.1 GB	411.5 MB
2706	9f/8e5c60	2268273	run_method (simulated/experiment_1/gene+liscovitch_method)	COMPLETED	0	34m 56s	4.7 GB	4 GB
29	d4/adb9c7	2267804	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	2h 45m 21s	1.4 GB	716.1 MB
1822	c6/57f2a5	2268382	run_method (schraivogel/enhancer_screen_chr11/gene+schraivogel_method)	COMPLETED	0	1m 13s	2.5 GB	1.7 GB
415	76/348dd2	2268354	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	17m 7s	25.7 GB	24.9 GB
36	2c/f0ef27	2267811	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	2h 47m 21s	1.4 GB	717.5 MB
2508	b9/8c3e58	2268348	run_method (simulated/experiment_1/gene+schraivogel_method)	COMPLETED	0	19m 48s	21.1 GB	20.2 GB
296	bb/d561c1	2268349	run_method (frangieh/co_culture/gene+schraivogel_method)	COMPLETED	0	19m 32s	25.7 GB	24.9 GB
517	87/614e95	2268383	run_method (frangieh/control/gene+weissman_method)	COMPLETED	0	2m 30s	27.4 GB	26.7 GB
2127	93/acf48f	2268378	run_method (schraivogel/ground_truth_perturbseq/gene+weissman_method)	COMPLETED	0	3m 52s	29.8 GB	29.1 GB
71	22/97da44	2267846	run_method (frangieh/co_culture/gene+nb_regression)	COMPLETED	0	2h 49m 6s	1.4 GB	713.6 MB
25	c4/3ff8b1	2267800	run_method (frangieh/co_culture/gene+liscovitch_method)	COMPLETED	0	2h 49m 32s	9.9 GB	9.3 GB
